21363 91286
17174 78 0.2
1322 79 0.4
7862 79 0.2
7884 79 0.1
8149 79 0.6
8816 79 0.3
9639 79 0.8
11201 79 0.2
13037 79 0.3
18567 79 0.4
18575 79 0.7
19447 79 0.2
19514 79 0.2
20185 79 0.9
9470 80 0.1
13437 80 0.7
1315 81 0.5
6196 81 0.4
17272 81 0.9
17432 81 0.6
20821 81 0.2
1365 82 0.4
2303 82 0.8
3203 82 0.7
4971 82 0.4
6458 82 0.4
9891 82 0.2
11243 82 0.7
12051 82 0.6
18641 82 0.7
20163 82 0.6
3672 83 0.6
5360 83 0.5
15588 83 0.6
19868 83 0.8
86 84 0.2
532 84 0.1
14715 84 0.7
6535 85 0.1
20273 85 0.1
20473 85 0.4
532 86 0.7
2268 86 0.3
14715 86 0.4
17171 86 0.3
20077 86 0.4
601 87 0.5
5192 87 0.8
21255 87 0.8
2634 88 0.2
2905 88 0.6
3252 88 0.5
3440 88 0.3
13578 88 0.5
20418 88 0.1
363 89 0.4
7778 89 0.6
11095 89 0.5
15100 89 0.2
1127 90 0.8
8441 90 0.8
13721 90 0.7
14981 90 0.6
17747 90 0.3
672 91 0.2
1102 91 0.8
5023 91 0.2
5358 91 0.5
5538 91 0.5
7572 91 0.4
8207 91 0.8
10410 91 0.1
11157 91 0.3
11726 91 0.3
11914 91 0.3
12124 91 0.7
12126 91 0.9
12835 91 0.9
14425 91 0.2
14663 91 0.8
16399 91 0.5
17466 91 0.5
18112 91 0.2
19005 91 0.8
20463 91 0.7
992 92 0.3
14041 92 0.7
14531 92 0.2
17475 92 0.9
18206 92 0.7
19340 92 0.6
20327 92 0.6
20631 92 0.3
4801 93 0.9
113 94 0.2
2241 94 0.5
2341 94 0.6
3423 94 0.6
3427 94 0.5
9170 94 0.8
10903 94 0.5
14425 94 0.6
15304 94 0.8
15488 94 0.5
16888 94 0.7
18176 94 0.6
19071 94 0.5
20662 94 0.6
451 95 0.6
2500 95 0.6
2969 95 0.9
4206 95 0.9
5534 95 0.8
6308 95 0.7
6748 95 0.5
6913 95 0.6
20932 95 0.5
2711 96 0.2
14710 96 0.1
18497 96 0.7
18817 96 0.5
10012 97 0.1
11996 97 0.1
18497 97 0.3
11996 98 0.2
18497 98 0.4
469 99 0.5
2110 99 0.4
5508 99 0.6
11247 99 0.7
13060 99 0.2
5968 100 0.2
9197 100 0.4
9316 100 0.8
9805 100 0.4
12190 100 0.2
12644 100 0.4
15839 100 0.2
15980 100 0.2
17663 100 0.8
19213 100 0.3
20396 100 0.3
2127 101 0.2
7040 101 0.8
15771 101 0.3
17192 101 0.5
20292 101 0.8
1719 102 0.4
2808 102 0.6
5365 102 0.4
5449 102 0.7
5721 102 0.9
5993 102 0.6
10862 102 0.8
12916 102 0.4
15081 102 0.3
15695 102 0.5
15880 102 0.7
17825 102 0.7
18349 102 0.3
19607 102 0.7
1438 103 0.5
1777 103 0.5
13482 103 0.6
15843 103 0.9
15978 103 0.4
19309 103 0.1
20383 103 0.8
1234 104 0.8
5479 104 0.7
6611 104 0.5
7552 104 0.8
9824 104 0.4
11846 104 0.4
12456 104 0.2
15946 104 0.5
16881 104 0.7
18634 104 0.8
18919 104 0.8
18941 104 0.6
19902 104 0.3
20490 104 0.3
5208 105 0.6
7099 105 0.3
8269 105 0.4
8717 105 0.9
8745 105 0.1
14838 105 0.3
15022 105 0.7
15802 105 0.4
17616 105 0.9
13207 106 0.7
13916 106 0.2
16466 106 0.8
1191 107 0.8
2326 107 0.5
2503 107 0.5
4388 107 0.5
6277 107 0.6
6358 107 0.7
6629 107 0.1
7865 107 0.7
8245 107 0.7
8511 107 0.7
8833 107 0.4
10905 107 0.3
11295 107 0.6
11643 107 0.1
11672 107 0.5
12706 107 0.6
13166 107 0.5
14516 107 0.6
14647 107 0.8
15039 107 0.7
15150 107 0.7
15252 107 0.4
16677 107 0.8
16719 107 0.4
16939 107 0.6
16956 107 0.7
18248 107 0.4
20478 107 0.8
113 108 0.3
2921 108 0.7
9170 108 0.5
14425 108 0.5
19071 108 0.1
536 109 0.2
19654 109 0.2
1314 110 0.7
1482 110 0.6
3957 110 0.7
5002 110 0.2
6566 110 0.7
7175 110 0.9
8670 110 0.9
10007 110 0.5
10897 110 0.1
13143 110 0.8
14644 110 0.4
16689 110 0.4
16746 110 0.4
18035 110 0.6
599 111 0.6
895 111 0.5
4547 111 0.4
13414 111 0.7
126 112 0.6
3668 112 0.1
5348 112 0.2
8447 112 0.7
8946 112 0.7
10460 112 0.7
10866 112 0.2
14228 112 0.2
16172 112 0.3
18567 112 0.3
1048 113 0.4
1708 113 0.2
1720 113 0.6
1744 113 0.6
2241 113 0.8
2251 113 0.3
2341 113 0.1
2789 113 0.4
2921 113 0.3
3107 113 0.2
3233 113 0.2
3240 113 0.2
3360 113 0.9
3423 113 0.2
3427 113 0.9
3756 113 0.4
4011 113 0.5
4206 113 0.8
4253 113 0.4
4355 113 0.2
4732 113 0.9
5023 113 0.6
5249 113 0.7
5474 113 0.3
5509 113 0.8
5538 113 0.7
6519 113 0.4
6948 113 0.5
7063 113 0.1
7171 113 0.4
7630 113 0.6
7839 113 0.6
7846 113 0.5
7862 113 0.3
7875 113 0.7
8075 113 0.8
8124 113 0.3
8144 113 0.4
8736 113 0.3
8953 113 0.5
9170 113 0.7
9252 113 0.4
9956 113 0.7
10207 113 0.9
10314 113 0.3
10480 113 0.5
10626 113 0.5
10903 113 0.4
11157 113 0.8
11448 113 0.5
11493 113 0.2
11726 113 0.6
11771 113 0.5
11967 113 0.8
12170 113 0.7
12582 113 0.5
12583 113 0.2
13433 113 0.9
13641 113 0.2
13978 113 0.3
14231 113 0.6
14425 113 0.2
15304 113 0.1
15313 113 0.5
15488 113 0.2
15720 113 0.2
15923 113 0.8
15947 113 0.7
16518 113 0.3
16527 113 0.2
16888 113 0.4
16891 113 0.7
17525 113 0.9
17715 113 0.6
17796 113 0.6
18176 113 0.6
18479 113 0.5
18575 113 0.8
18830 113 0.8
18947 113 0.1
19071 113 0.3
19216 113 0.2
19237 113 0.7
20002 113 0.6
20662 113 0.3
20932 113 0.8
20934 113 0.3
21269 113 0.2
3167 114 0.5
5432 114 0.7
10475 114 0.7
14861 114 0.5
20442 114 0.3
1442 115 0.6
2438 115 0.5
9367 115 0.7
405 116 0.4
765 116 0.1
1169 116 0.8
2513 116 0.9
2861 116 0.5
4619 116 0.5
4920 116 0.4
5426 116 0.4
5727 116 0.9
5899 116 0.6
6924 116 0.4
7677 116 0.3
8150 116 0.6
8462 116 0.3
10993 116 0.2
11070 116 0.3
13278 116 0.4
13847 116 0.2
14795 116 0.8
15145 116 0.6
16249 116 0.5
16338 116 0.6
16581 116 0.6
16628 116 0.3
17528 116 0.7
17577 116 0.8
17616 116 0.3
17894 116 0.5
18299 116 0.8
18584 116 0.7
20359 116 0.9
20543 116 0.8
20733 116 0.7
20942 116 0.8
21007 116 0.5
21094 116 0.8
10467 117 0.8
11680 117 0.5
14198 117 0.4
18865 117 0.5
5710 118 0.3
6767 118 0.6
10198 118 0.3
9058 119 0.1
12299 119 0.5
19552 119 0.4
16011 120 0.7
16224 120 0.2
274 121 0.3
364 121 0.5
474 121 0.9
735 121 0.4
1577 121 0.8
1630 121 0.8
1794 121 0.5
2184 121 0.2
10320 121 0.8
11004 121 0.2
15281 121 0.1
16729 121 0.6
17430 121 0.6
17586 121 0.3
17832 121 0.8
18153 121 0.7
19008 121 0.3
20385 121 0.4
20462 121 0.6
20991 121 0.5
15266 122 0.6
3916 123 0.5
2788 124 0.4
6587 124 0.1
7096 124 0.2
8532 124 0.6
10820 124 0.2
10927 124 0.9
11771 124 0.5
16623 124 0.4
20454 124 0.8
513 125 0.7
1684 125 0.6
6353 125 0.5
11083 125 0.3
17123 125 0.9
3668 126 0.9
5348 126 0.8
8447 126 0.3
8946 126 0.2
10460 126 0.6
10866 126 0.6
14228 126 0.3
16172 126 0.2
18567 126 0.4
3968 127 0.8
17113 127 0.3
19024 127 0.3
3893 128 0.6
10447 128 0.2
10689 128 0.8
15308 128 0.3
17754 128 0.8
307 129 0.2
5014 129 0.3
9093 129 0.8
11324 129 0.8
17239 129 0.3
875 130 0.9
2328 130 0.6
9198 130 0.4
6546 131 0.7
8205 131 0.4
14580 131 0.5
17107 131 0.7
5442 132 0.3
7065 132 0.2
12244 132 0.3
12569 132 0.2
13073 132 0.3
17619 132 0.3
2736 133 0.5
2812 133 0.1
7097 133 0.4
925 134 0.5
1177 134 0.3
1902 134 0.5
2243 134 0.8
6450 134 0.5
6712 134 0.8
8220 134 0.9
14940 134 0.7
15812 134 0.6
16062 134 0.2
16065 134 0.3
16103 134 0.6
19509 134 0.8
19837 134 0.9
20787 134 0.4
4096 135 0.6
456 136 0.5
7150 136 0.4
1633 137 0.6
2629 137 0.9
2841 137 0.2
3422 137 0.2
6080 137 0.7
13189 137 0.8
16211 137 0.8
16273 137 0.3
9090 138 0.5
9742 138 0.2
14465 138 0.4
17423 138 0.3
195 139 0.7
1169 139 0.1
3668 139 0.3
4002 139 0.9
4245 139 0.5
5348 139 0.7
5629 139 0.3
5714 139 0.3
6345 139 0.8
7208 139 0.5
7621 139 0.5
8270 139 0.6
8946 139 0.9
10460 139 0.8
11214 139 0.4
11247 139 0.2
11502 139 0.4
13277 139 0.6
13464 139 0.4
14228 139 0.5
14431 139 0.8
15642 139 0.6
15722 139 0.7
17524 139 0.8
20101 139 0.7
20775 139 0.8
20972 139 0.4
21199 139 0.3
346 140 0.5
821 140 0.2
1543 140 0.5
10943 140 0.7
10955 140 0.5
15082 140 0.3
15740 140 0.5
18209 140 0.8
1930 141 0.3
2237 141 0.8
5587 141 0.7
8008 141 0.3
9701 141 0.8
10290 141 0.5
10956 141 0.9
12698 141 0.5
13776 141 0.2
14563 141 0.4
14723 141 0.6
16417 141 0.6
18747 141 0.2
18810 141 0.4
20387 141 0.4
17937 142 0.3
2542 143 0.7
17543 143 0.3
2133 144 0.2
9472 144 0.4
12775 144 0.5
18852 144 0.3
18968 144 0.8
2032 145 0.4
3491 145 0.9
10214 145 0.8
14915 145 0.8
8348 146 0.6
1223 147 0.5
1647 147 0.4
2595 147 0.5
4196 147 0.6
7322 147 0.3
8062 147 0.2
325 148 0.3
1889 148 0.8
4128 148 0.6
6695 148 0.6
11475 148 0.4
12104 148 0.7
14278 148 0.8
3428 149 0.2
6206 149 0.4
13520 149 0.6
14866 149 0.8
15617 149 0.5
15867 149 0.7
18145 149 0.8
19569 149 0.3
180 150 0.7
1696 150 0.7
3109 150 0.4
3202 150 0.6
3264 150 0.2
4492 150 0.4
4787 150 0.7
4838 150 0.7
6521 150 0.3
6879 150 0.4
7056 150 0.8
7615 150 0.6
7997 150 0.6
8837 150 0.3
8870 150 0.5
9161 150 0.4
9488 150 0.4
9600 150 0.8
10464 150 0.1
10634 150 0.6
11434 150 0.4
11660 150 0.8
16562 150 0.6
16729 150 0.8
17406 150 0.4
18075 150 0.3
19145 150 0.4
20287 150 0.7
20858 150 0.4
1200 151 0.1
1778 151 0.8
4562 151 0.5
14621 151 0.6
5549 152 0.5
5911 152 0.2
7543 152 0.8
9929 152 0.6
10836 152 0.5
10848 152 0.1
12035 152 0.6
12907 152 0.9
15481 152 0.1
16713 152 0.2
4454 153 0.4
4893 153 0.1
2243 154 0.8
6897 154 0.6
7461 154 0.6
13943 154 0.8
14361 154 0.8
15936 154 0.3
17878 154 0.3
18739 154 0.2
423 155 0.1
307 156 0.2
351 157 0.6
1732 157 0.9
8242 158 0.3
7657 159 0.7
9572 159 0.7
10454 159 0.5
13074 159 0.4
15703 159 0.6
17346 159 0.5
948 160 0.5
1038 160 0.6
3107 160 0.7
3180 160 0.6
3186 160 0.9
3187 160 0.8
6963 160 0.3
7851 160 0.8
8547 160 0.5
8714 160 0.9
9154 160 0.5
9155 160 0.3
9161 160 0.8
10451 160 0.1
10453 160 0.9
10460 160 0.4
10464 160 0.7
12666 160 0.3
13432 160 0.6
14134 160 0.6
17610 160 0.7
17836 160 0.4
18839 160 0.2
20633 160 0.1
20940 160 0.8
443 161 0.2
1535 161 0.8
2908 161 0.6
2993 161 0.6
4277 161 0.5
4392 161 0.7
5616 161 0.5
6035 161 0.2
6253 161 0.8
7572 161 0.2
8358 161 0.1
9549 161 0.6
9622 161 0.2
9810 161 0.2
9989 161 0.1
10452 161 0.3
10872 161 0.8
12307 161 0.2
12484 161 0.3
13317 161 0.7
13597 161 0.3
15168 161 0.3
15269 161 0.7
15308 161 0.3
15659 161 0.9
17446 161 0.2
17591 161 0.5
18477 161 0.4
19747 161 0.2
20392 161 0.5
10460 162 0.7
14135 162 0.4
16348 162 0.7
1650 163 0.7
9186 163 0.6
9192 163 0.8
12776 163 0.2
16739 163 0.8
16760 163 0.4
17813 163 0.3
19523 163 0.4
19980 163 0.2
9977 164 0.8
4816 165 0.6
12530 165 0.3
14034 165 0.1
17818 165 0.7
7119 166 0.9
11696 166 0.2
17372 166 0.8
18611 166 0.8
1174 167 0.2
3700 168 0.3
7673 168 0.7
10773 168 0.8
2588 169 0.7
2613 169 0.7
4128 169 0.8
5341 169 0.6
8367 169 0.7
11648 169 0.7
12104 169 0.9
12183 169 0.7
14169 169 0.5
15537 169 0.2
16657 169 0.3
19885 169 0.6
2242 170 0.7
6197 170 0.7
8183 171 0.9
8871 171 0.7
9384 171 0.1
4093 172 0.5
7317 172 0.4
8453 172 0.1
10973 172 0.2
15472 172 0.7
15598 172 0.3
174 173 0.5
431 173 0.1
3139 173 0.2
3882 173 0.4
5117 173 0.4
11000 173 0.3
13134 173 0.8
19773 173 0.8
19775 173 0.8
20488 173 0.9
19775 174 0.4
20488 174 0.3
9623 175 0.8
12969 175 0.5
4285 176 0.9
5551 176 0.6
7317 176 0.2
7450 176 0.2
8725 176 0.3
8797 176 0.3
11767 176 0.8
11849 176 0.9
16230 176 0.8
18446 176 0.5
18525 176 0.1
4920 177 0.1
8044 177 0.2
11455 177 0.5
11815 177 0.6
14150 177 0.5
15581 177 0.7
16473 177 0.5
16629 177 0.6
19162 177 0.1
397 178 0.2
549 178 0.1
4487 178 0.8
9282 178 0.6
10448 178 0.4
11864 178 0.2
12173 178 0.1
13193 178 0.8
18962 178 0.8
21229 178 0.1
461 179 0.6
3258 179 0.2
4065 179 0.6
4648 179 0.4
5039 179 0.5
6580 179 0.4
7090 179 0.3
8034 179 0.4
9596 179 0.5
11344 179 0.2
13641 179 0.3
13736 179 0.2
16040 179 0.8
19433 179 0.9
20719 179 0.6
2432 180 0.1
3504 180 0.8
4492 180 0.5
4695 180 0.7
5505 180 0.6
6227 180 0.2
6428 180 0.7
7838 180 0.3
10427 180 0.6
12964 180 0.4
13267 180 0.7
16705 180 0.1
20452 180 0.8
1757 181 0.5
1762 181 0.6
2781 181 0.3
3015 181 0.5
3724 181 0.2
4389 181 0.8
4390 181 0.7
4742 181 0.8
5316 181 0.9
6573 181 0.3
8667 181 0.8
9106 181 0.2
16064 181 0.7
16098 181 0.5
18813 181 0.7
18859 181 0.6
18860 181 0.6
1159 182 0.2
2850 182 0.2
4042 182 0.9
4893 182 0.7
5382 182 0.5
6230 182 0.5
7189 182 0.6
8535 182 0.7
10579 182 0.2
11260 182 0.2
14147 182 0.6
14314 182 0.7
15045 182 0.8
6204 183 0.7
5591 184 0.5
17524 184 0.1
20079 184 0.6
699 185 0.1
2034 185 0.9
8002 185 0.5
12728 185 0.6
13438 185 0.3
15472 185 0.3
16315 185 0.8
1997 186 0.5
4940 186 0.5
8798 186 0.7
14719 186 0.8
12341 187 0.1
19166 187 0.3
19851 187 0.3
393 188 0.5
3291 188 0.5
3784 188 0.3
8732 188 0.2
11265 188 0.4
12511 188 0.5
13378 188 0.6
19791 188 0.7
1998 189 0.4
12021 189 0.8
14030 189 0.7
1172 190 0.2
7001 190 0.5
9369 190 0.4
11402 190 0.5
11190 191 0.2
13463 191 0.6
6711 192 0.8
12565 192 0.1
16912 192 0.4
18191 192 0.5
422 193 0.4
3769 193 0.1
8303 194 0.7
14056 194 0.4
3668 195 0.4
5348 195 0.6
5714 195 0.5
7208 195 0.7
8946 195 0.2
10460 195 0.2
11214 195 0.3
11247 195 0.4
11502 195 0.1
14228 195 0.6
14431 195 0.6
15722 195 0.8
8086 196 0.1
11247 196 0.3
11502 196 0.5
20688 196 0.7
410 197 0.8
2937 197 0.1
3133 197 0.7
3479 197 0.4
3992 197 0.1
4093 197 0.6
4277 197 0.5
4388 197 0.5
4578 197 0.2
4624 197 0.8
4648 197 0.6
4714 197 0.5
4838 197 0.2
5197 197 0.6
5453 197 0.5
5575 197 0.6
5593 197 0.6
5943 197 0.4
6202 197 0.4
6358 197 0.8
6372 197 0.8
6682 197 0.8
6738 197 0.3
6828 197 0.7
6960 197 0.5
7091 197 0.7
7426 197 0.2
7488 197 0.8
7497 197 0.6
7915 197 0.2
8007 197 0.6
8084 197 0.1
8085 197 0.5
8144 197 0.3
8147 197 0.4
8179 197 0.8
8592 197 0.1
8637 197 0.8
8784 197 0.7
9118 197 0.6
9133 197 0.3
9242 197 0.6
9622 197 0.5
9674 197 0.3
10002 197 0.2
10031 197 0.5
10080 197 0.1
10133 197 0.6
10134 197 0.6
10541 197 0.3
10935 197 0.5
11148 197 0.7
11545 197 0.5
11648 197 0.1
11720 197 0.7
11890 197 0.7
12092 197 0.8
12160 197 0.4
12304 197 0.6
12435 197 0.1
12501 197 0.4
12728 197 0.9
12731 197 0.5
12732 197 0.2
12892 197 0.8
12984 197 0.6
13000 197 0.9
13009 197 0.4
13030 197 0.8
13045 197 0.7
13248 197 0.4
13255 197 0.7
13373 197 0.3
13374 197 0.5
13433 197 0.1
13438 197 0.4
13502 197 0.6
13587 197 0.9
13613 197 0.9
13614 197 0.8
13627 197 0.4
13669 197 0.4
14968 197 0.5
15003 197 0.4
15419 197 0.7
15578 197 0.9
15584 197 0.7
15598 197 0.2
15925 197 0.6
16307 197 0.9
16308 197 0.9
16560 197 0.3
16727 197 0.1
