2708 5278
77 346 0.4
77 393 0.3
77 519 0.6
77 662 0.8
77 695 0.7
77 870 0.3
77 976 0.4
77 1129 0.8
77 1549 0.3
77 1935 0.5
77 2328 0.7
77 2391 0.7
77 2533 0.6
78 338 0.3
79 470 0.6
79 2682 0.4
82 648 0.5
83 240 0.5
83 296 0.4
83 306 0.3
83 411 0.5
83 549 0.5
83 1441 0.3
83 1554 0.6
85 13 0.1
85 28 0.7
85 156 0.9
85 348 0.9
85 716 0.7
85 951 0.5
85 999 0.3
85 1241 0.5
85 1348 0.7
85 1551 0.5
85 1804 0.1
86 426 0.9
86 2369 0.5
87 250 0.9
87 374 0.1
87 653 0.9
88 48 0.4
88 384 0.9
88 2246 0.6
89 45 0.6
89 117 0.5
89 209 0.5
89 226 0.4
89 372 0.2
89 588 0.7
89 683 0.9
89 761 0.3
89 763 0.9
91 681 0.4
93 2439 0.5
100 1256 0.3
100 1614 0.7
100 1620 0.2
100 1723 0.3
100 1804 0.7
100 1853 0.6
100 2579 0.7
100 2593 0.3
100 2680 0.1
101 266 0.5
101 759 0.4
101 1612 0.5
102 2681 0.7
102 2687 0.3
103 405 0.4
103 1825 0.4
103 1894 0.6
103 1896 0.5
103 1965 0.5
103 2013 0.8
103 2334 0.7
103 2584 0.9
108 109 0.8
108 251 0.1
108 499 0.7
108 899 0.4
108 1938 0.4
109 305 0.7
109 499 0.7
109 899 0.2
110 172 0.6
110 460 0.3
110 489 0.6
110 508 0.6
110 536 0.5
110 636 0.7
110 641 0.8
110 673 0.3
110 779 0.6
110 885 0.3
110 956 0.7
110 968 0.6
110 1075 0.4
110 1297 0.2
110 1662 0.2
110 1889 0.2
110 2054 0.2
110 2055 0.5
110 2316 0.6
115 172 0.5
116 2422 0.4
121 1960 0.5
122 732 0.4
122 1826 0.2
122 1991 0.5
123 125 0.7
123 128 0.4
123 1094 0.6
123 2401 0.3
124 554 0.2
125 2401 0.3
126 395 0.6
126 1858 0.3
127 95 0.3
127 2209 0.7
128 125 0.3
128 2229 0.6
128 2401 0.9
129 104 0.9
130 23 0.5
130 189 0.4
130 539 0.3
130 1205 0.8
130 1410 0.3
130 1974 0.3
130 2166 0.5
130 2194 0.7
130 2221 0.2
130 2364 0.3
130 2447 0.7
130 2452 0.6
133 347 0.3
134 395 0.5
135 506 0.6
135 1783 0.5
137 93 0.9
137 160 0.9
137 245 0.9
137 1103 0.3
137 1371 0.5
137 1414 0.4
137 1480 0.7
137 1777 0.3
137 2173 0.8
137 2232 0.3
137 2400 0.5
137 2488 0.7
137 2544 0.1
137 2581 0.5
137 2636 0.5
138 139 0.6
138 417 0.5
138 749 0.5
139 116 0.8
139 138 0.6
139 417 0.7
139 749 0.4
139 893 0.3
141 324 0.1
143 228 0.4
143 231 0.9
143 392 0.5
143 521 0.7
143 824 0.4
143 1284 0.4
143 1319 0.4
143 1548 0.3
144 181 0.7
144 338 0.8
144 347 0.8
144 364 0.4
145 189 0.9
145 445 0.2
145 2103 0.4
146 391 0.3
146 1219 0.6
146 1225 0.6
146 1531 0.6
146 2249 0.6
146 2252 0.5
146 2281 0.4
146 2287 0.5
146 2297 0.2
146 2522 0.8
147 18 0.2
151 51 0.5
151 644 0.4
153 1384 0.7
156 118 0.6
156 514 0.2
158 79 0.4
158 182 0.3
158 215 0.5
158 372 0.4
158 394 0.3
158 561 0.4
158 717 0.4
158 741 0.7
158 767 0.9
158 898 0.7
158 917 0.1
158 980 0.5
158 1018 0.2
158 1039 0.9
158 1076 0.7
158 1290 0.8
158 1341 0.2
158 1376 0.6
158 1453 0.9
158 1551 0.8
158 1638 0.9
158 1719 0.5
158 2020 0.8
158 2022 0.7
158 2096 0.7
158 2231 0.8
158 2418 0.7
158 2541 0.2
158 2681 0.1
159 185 0.4
159 434 0.8
159 599 0.6
159 708 0.3
160 2067 0.3
160 2173 0.3
160 2544 0.3
160 2675 0.9
161 126 0.4
161 323 0.4
161 470 0.5
161 1858 0.7
161 2541 0.8
161 2682 0.5
162 96 0.5
162 685 0.8
162 714 0.9
162 997 0.7
162 1148 0.2
162 2312 0.3
163 174 0.8
163 776 0.6
164 23 0.7
164 43 0.4
164 56 0.6
164 130 0.7
164 142 0.9
164 146 0.3
164 175 0.8
164 189 0.6
164 192 0.7
164 220 0.6
164 238 0.5
164 267 0.5
164 291 0.4
164 310 0.4
164 347 0.6
164 381 0.6
164 391 0.4
164 396 0.8
164 403 0.5
164 416 0.7
164 423 0.3
164 449 0.9
164 524 0.1
164 531 0.9
164 547 0.4
164 564 0.8
164 603 0.6
164 607 0.6
164 625 0.1
164 659 0.7
164 660 0.5
164 690 0.6
164 715 0.3
164 718 0.3
164 728 0.4
164 744 0.6
164 745 0.7
164 758 0.7
164 766 0.7
164 770 0.3
164 782 0.3
164 801 0.6
164 814 0.9
164 857 0.5
164 911 0.3
164 936 0.7
164 941 0.2
164 943 0.1
164 962 0.7
164 967 0.5
164 983 0.8
164 1031 0.2
164 1061 0.8
164 1066 0.4
164 1070 0.6
164 1071 0.9
164 1099 0.5
164 1100 0.4
164 1107 0.9
164 1111 0.4
164 1114 0.3
164 1115 0.8
164 1128 0.6
164 1131 0.4
164 1137 0.2
164 1140 0.4
164 1154 0.2
164 1160 0.6
164 1179 0.8
164 1206 0.4
164 1207 0.3
164 1208 0.6
164 1219 0.6
164 1220 0.4
164 1225 0.1
164 1226 0.6
164 1254 0.2
164 1258 0.4
164 1275 0.5
164 1278 0.8
164 1287 0.6
164 1304 0.8
164 1306 0.4
164 1334 0.3
164 1335 0.3
164 1363 0.3
164 1380 0.4
164 1381 0.7
164 1405 0.5
164 1411 0.5
164 1458 0.3
164 1468 0.6
164 1499 0.4
164 1516 0.3
164 1531 0.4
164 1537 0.2
164 1545 0.7
164 1559 0.2
164 1572 0.2
164 1573 0.5
164 1574 0.9
164 1576 0.2
164 1591 0.5
164 1595 0.4
164 1612 0.8
164 1651 0.3
164 1676 0.2
164 1686 0.1
164 1690 0.5
164 1692 0.7
164 1697 0.9
164 1716 0.4
164 1718 0.4
164 1729 0.8
164 1730 0.2
164 1735 0.5
164 1776 0.6
164 1785 0.8
164 1793 0.4
164 1800 0.8
164 1808 0.7
164 1832 0.8
164 1851 0.3
164 1873 0.6
164 1891 0.3
164 1906 0.7
164 1944 0.2
164 1972 0.8
164 2040 0.1
164 2078 0.1
164 2117 0.6
164 2174 0.6
164 2176 0.4
164 2178 0.9
164 2197 0.2
164 2201 0.6
164 2203 0.6
164 2205 0.7
164 2233 0.3
164 2249 0.9
164 2252 0.4
164 2260 0.2
164 2266 0.8
164 2275 0.2
164 2281 0.7
164 2287 0.3
164 2296 0.6
164 2297 0.8
164 2299 0.3
164 2317 0.9
164 2362 0.3
164 2364 0.7
164 2397 0.6
164 2452 0.5
164 2519 0.7
164 2522 0.2
164 2555 0.8
164 2558 0.6
164 2564 0.7
164 2565 0.6
164 2601 0.3
164 2605 0.2
164 2639 0.6
164 2660 0.6
164 2668 0.8
164 2674 0.8
165 518 0.7
166 433 0.1
167 458 0.6
167 1126 0.7
168 560 0.9
169 476 0.3
169 1757 0.9
169 2605 0.4
170 213 0.2
174 576 0.8
174 1379 0.5
174 2486 0.4
178 886 0.3
178 1490 0.4
178 1960 0.5
182 519 0.2
186 390 0.4
189 43 0.5
189 121 0.2
189 140 0.4
189 142 0.2
189 164 0.1
189 263 0.4
189 381 0.5
189 416 0.2
189 524 0.5
189 718 0.7
189 722 0.2
189 756 0.3
189 758 0.7
190 43 0.5
190 164 0.6
190 189 0.3
190 396 0.4
190 2103 0.5
190 2665 0.9
192 23 0.7
192 396 0.8
192 449 0.8
193 11 0.7
193 194 0.6
193 281 0.6
193 421 0.3
193 440 0.4
193 511 0.8
193 520 0.7
193 706 0.2
194 11 0.1
194 75 0.8
194 239 0.2
194 281 0.3
194 421 0.4
194 520 0.6
194 2550 0.2
195 674 0.7
196 708 0.5
197 196 0.7
197 217 0.8
197 708 0.7
201 537 0.5
201 1892 0.2
202 144 0.9
202 428 0.4
203 205 0.6
203 772 0.3
205 203 0.6
205 275 0.3
205 598 0.1
205 742 0.1
205 1812 0.4
205 2411 0.3
205 2651 0.1
206 601 0.6
207 537 0.4
207 1043 0.1
207 1892 0.2
208 689 0.5
208 1537 0.4
208 1677 0.6
209 1271 0.5
209 2344 0.8
210 2705 0.4
211 149 0.1
211 645 0.6
215 79 0.1
215 470 0.8
215 588 0.5
218 686 0.3
218 2356 0.5
220 39 0.2
220 403 0.9
220 564 0.7
220 713 0.1
220 758 0.4
220 847 0.8
220 1326 0.4
220 1405 0.2
220 1690 0.4
220 1739 0.5
220 2564 0.5
228 297 0.3
228 824 0.8
228 1319 0.7
228 1548 0.3
228 2320 0.3
229 53 0.7
229 120 0.3
229 260 0.7
229 324 0.7
229 901 0.8
229 1693 0.6
229 2466 0.3
229 2618 0.6
231 392 0.9
231 407 0.4
231 521 0.9
231 1285 0.7
237 157 0.2
237 1618 0.8
238 330 0.2
238 1061 0.7
239 47 0.5
239 302 0.5
241 62 0.3
241 2309 0.9
244 54 0.8
244 358 0.6
246 173 0.2
247 561 0.9
248 501 0.6
248 564 0.5
248 983 0.3
248 1118 0.9
248 1262 0.2
248 1974 0.3
248 2258 0.8
248 2447 0.6
249 106 0.8
249 420 0.4
250 653 0.2
251 32 0.6
251 34 0.4
251 108 0.5
251 109 0.4
251 171 0.7
251 305 0.1
251 499 0.7
251 500 0.5
251 585 0.7
251 640 0.6
251 695 0.8
251 709 0.5
251 737 0.5
252 7 0.2
252 89 0.7
252 483 0.3
252 933 0.6
252 1506 0.7
252 1878 0.6
252 2561 0.6
254 1816 0.6
254 2671 0.8
257 431 0.2
257 635 0.2
257 929 0.9
257 984 0.4
257 2226 0.2
257 2370 0.6
258 37 0.8
258 481 0.5
259 1 0.7
259 8 0.5
259 9 0.8
259 15 0.9
259 269 0.4
259 401 0.3
259 436 0.3
259 545 0.6
259 752 0.7
259 1032 0.3
259 1112 0.6
261 420 0.4
261 620 0.2
261 2070 0.1
261 2167 0.8
261 2525 0.4
262 627 0.1
263 267 0.3
266 759 0.4
268 21 0.5
269 233 0.4
269 617 0.7
269 2047 0.7
269 2572 0.7
270 25 0.3
271 277 0.6
272 719 0.6
273 517 0.6
273 915 0.8
274 373 0.8
276 465 0.8
277 1994 0.2
277 2547 0.3
280 465 0.4
281 11 0.3
282 461 0.5
284 2094 0.2
285 65 0.1
286 232 0.6
286 1149 0.4
287 179 0.3
287 1964 0.2
287 2196 0.7
289 2158 0.9
290 65 0.1
290 1279 0.2
290 1499 0.1
290 2569 0.4
292 488 0.4
293 905 0.8
295 22 0.1
295 84 0.8
295 86 0.1
295 104 0.2
295 129 0.3
295 154 0.1
295 174 0.6
295 187 0.8
295 192 0.1
295 253 0.7
295 278 0.8
295 466 0.4
295 467 0.8
295 478 0.5
295 484 0.3
295 503 0.5
295 555 0.1
295 565 0.3
295 566 0.8
295 567 0.8
295 589 0.4
295 634 0.4
295 637 0.7
295 639 0.8
295 666 0.5
295 700 0.8
295 808 0.7
295 1354 0.2
295 1439 0.8
295 1673 0.6
295 2431 0.3
295 2477 0.8
296 198 0.1
296 211 0.6
296 221 0.4
296 1013 0.6
296 1317 0.6
296 1783 0.9
296 2079 0.2
300 597 0.8
300 747 0.7
300 1828 0.9
300 2084 0.8
300 2111 0.4
302 47 0.5
303 429 0.2
303 599 0.6
307 1377 0.8
308 599 0.8
309 10 0.2
309 1457 0.7
309 2029 0.5
311 2514 0.8
315 157 0.6
315 1074 0.7
315 1245 0.1
315 1597 0.7
315 1685 0.7
315 1727 0.7
319 446 0.6
319 687 0.4
319 992 0.3
319 1174 0.2
319 2311 0.8
319 2334 0.3
319 2428 0.4
320 30 0.9
320 1274 0.6
321 260 0.4
323 1028 0.1
325 186 0.8
325 279 0.2
325 327 0.7
325 390 0.2
326 212 0.4
326 1202 0.5
327 279 0.8
327 325 0.7
328 325 0.4
328 327 0.6
328 946 0.4
328 1533 0.5
328 1900 0.7
332 102 0.6
332 180 0.5
332 775 0.6
333 186 0.2
333 325 0.2
333 390 0.5
333 1065 0.4
334 464 0.5
335 21 0.6
335 268 0.9
340 271 0.5
340 496 0.3
340 1550 0.7
340 1603 0.9
341 342 0.4
341 530 0.1
341 710 0.2
342 530 0.3
342 710 0.6
343 271 0.5
343 277 0.6
343 340 0.5
343 468 0.2
343 496 0.8
343 730 0.7
343 777 0.8
343 1946 0.3
343 1994 0.3
343 2547 0.4
344 531 0.9
344 1099 0.3
344 1275 0.9
344 1304 0.5
344 1572 0.7
344 1578 0.1
345 2 0.5
345 317 0.8
345 336 0.3
345 349 0.3
345 522 0.4
345 676 0.1
345 964 0.4
345 1008 0.2
345 1245 0.6
345 1261 0.7
345 1268 0.7
345 1276 0.5
345 1313 0.4
345 1443 0.7
345 1446 0.8
345 1623 0.1
345 1628 0.6
345 1672 0.1
345 1882 0.6
345 2033 0.4
345 2172 0.9
345 2230 0.3
345 2291 0.3
345 2292 0.6
345 2340 0.3
345 2427 0.6
345 2442 0.8
345 2590 0.2
345 2610 0.4
345 2618 0.4
346 118 0.4
346 262 0.7
346 1925 0.1
346 2267 0.6
346 2390 0.8
347 338 0.7
347 364 0.5
348 85 0.3
348 453 0.1
348 714 0.2
348 999 0.6
348 1000 0.8
349 1245 0.8
349 1597 0.2
351 112 0.8
351 181 0.6
351 202 0.6
351 352 0.6
351 428 0.9
351 665 0.6
351 731 0.5
351 771 0.8
352 731 0.2
355 331 0.5
355 840 0.5
355 1073 0.5
356 1094 0.6
356 1095 0.9
356 2069 0.6
357 191 0.5
357 511 0.2
359 96 0.4
359 1256 0.3
360 204 0.3
360 331 0.4
360 809 0.6
360 1069 0.4
360 1321 0.7
360 1343 0.6
360 1788 0.3
360 1872 0.6
360 2323 0.3
360 2377 0.5
360 2423 0.1
360 2499 0.8
360 2500 0.5
360 2506 0.3
360 2568 0.5
361 152 0.2
364 338 0.3
365 367 0.2
365 591 0.5
366 365 0.6
366 591 0.5
366 2573 0.9
367 591 0.2
368 441 0.3
372 2508 0.4
376 837 0.3
376 1577 0.8
379 179 0.5
379 219 0.5
379 228 0.6
379 287 0.4
379 336 0.5
379 397 0.8
379 586 0.5
379 693 0.6
379 961 0.5
379 1028 0.7
379 1062 0.7
379 1208 0.5
379 1239 0.7
379 1276 0.8
379 1291 0.6
379 1645 0.9
379 1679 0.2
379 1964 0.1
379 2013 0.3
379 2043 0.5
379 2196 0.2
379 2291 0.8
379 2292 0.4
379 2448 0.4
379 2584 0.6
380 177 0.9
380 757 0.8
381 935 0.2
381 1258 0.8
381 1474 0.8
381 1475 0.5
381 1738 0.3
381 1785 0.6
381 2197 0.3
381 2642 0.9
383 30 0.5
383 1838 0.7
383 2133 0.9
388 294 0.8
389 2591 0.2
390 186 0.2
390 1938 0.4
393 155 0.8
399 249 0.8
399 420 0.2
399 777 0.6
400 1251 0.5
400 1252 0.8
403 404 0.3
403 682 0.6
404 2105 0.8
406 754 0.4
407 312 0.4
408 513 0.9
408 1299 0.9
408 1764 0.3
408 1876 0.8
408 2440 0.6
410 754 0.5
410 1299 0.3
410 1607 0.2
410 2583 0.7
411 3 0.9
411 299 0.3
411 306 0.6
412 513 0.4
412 537 0.2
412 1471 0.5
412 1601 0.4
412 1892 0.9
412 2233 0.5
412 2583 0.8
412 2595 0.9
413 689 0.5
415 441 0.8
415 909 0.8
415 1443 0.8
415 1446 0.4
415 1878 0.4
416 210 0.5
416 713 0.8
416 790 0.3
416 996 0.4
416 1738 0.4
416 1791 0.2
416 1833 0.1
416 1837 0.8
416 2104 0.1
416 2354 0.1
416 2665 0.3
417 139 0.7
418 318 0.5
418 509 0.4
419 136 0.3
419 1270 0.5
419 1313 0.8
420 261 0.7
420 1748 0.4
421 11 0.9
421 193 0.3
421 440 0.7
421 520 0.2
421 2215 0.2
421 2591 0.7
422 256 0.2
423 1692 0.6
424 63 0.5
424 558 0.4
424 1935 0.7
424 2426 0.4
427 30 0.8
427 304 0.4
427 319 0.4
427 336 0.6
427 837 0.5
427 938 0.8
427 1062 0.7
427 1188 0.3
427 1276 0.3
427 1487 0.3
427 1529 0.2
427 1577 0.8
427 2127 0.1
427 2370 0.1
427 2432 0.3
428 19 0.5
428 147 0.4
428 203 0.6
428 206 0.1
428 231 0.4
428 251 0.6
428 305 0.8
428 313 0.8
428 354 0.6
428 392 0.6
428 400 0.5
428 407 0.8
428 462 0.6
428 494 0.1
428 495 0.9
428 527 0.3
428 562 0.5
428 585 0.5
428 588 0.4
428 611 0.4
428 659 0.9
428 666 0.6
428 675 0.6
428 697 0.6
428 699 0.9
428 824 0.3
428 917 0.1
428 947 0.5
428 955 0.5
428 1038 0.4
428 1104 0.4
428 1275 0.8
428 1284 0.6
428 1285 0.9
428 1319 0.4
428 1341 0.5
428 1400 0.6
428 1406 0.7
428 1489 0.1
428 1548 0.5
428 1578 0.5
428 1761 0.5
428 1767 0.7
428 1812 0.8
428 1915 0.2
428 1976 0.8
428 2000 0.2
428 2045 0.6
428 2256 0.3
428 2259 0.5
428 2296 0.2
428 2307 0.3
428 2384 0.1
428 2389 0.3
428 2413 0.6
428 2438 0.9
428 2449 0.4
428 2454 0.8
428 2575 0.5
428 2659 0.7
428 2684 0.2
429 185 0.1
429 303 0.6
429 434 0.8
429 599 0.5
430 30 0.1
430 1515 0.7
431 53 0.9
431 90 0.8
431 120 0.3
431 173 0.4
431 178 0.5
431 209 0.4
431 224 0.1
431 237 0.7
431 382 0.7
431 525 0.4
431 548 0.4
431 633 0.5
431 652 0.7
431 684 0.4
431 687 0.8
431 1021 0.3
431 1166 0.7
431 1208 0.3
431 1271 0.6
431 1285 0.7
431 1569 0.9
431 1618 0.5
431 1638 0.1
431 1699 0.7
431 1793 0.4
431 2034 0.9
431 2138 0.5
431 2198 0.6
431 2344 0.8
431 2488 0.3
431 2558 0.2
431 2594 0.4
432 157 0.6
432 2138 0.4
433 185 0.8
433 303 0.7
433 429 0.8
433 434 0.9
433 599 0.9
434 185 0.7
439 22 0.8
439 80 0.5
439 97 0.2
439 228 0.9
439 297 0.8
439 392 0.8
439 551 0.9
439 608 0.6
439 617 0.1
439 693 0.5
439 711 0.9
439 721 0.1
440 98 0.5
440 389 0.4
442 298 0.7
443 402 0.7
445 754 0.8
448 631 0.4
448 1472 0.5
448 1502 0.8
453 118 0.5
454 10 0.2
454 515 0.7
454 707 0.1
454 877 0.5
454 1026 0.6
454 1270 0.5
454 1359 0.6
454 1450 0.9
454 1567 0.4
454 1662 0.6
454 1713 0.4
454 2035 0.8
454 2060 0.9
454 2093 0.2
454 2099 0.6
454 2100 0.2
454 2157 0.3
454 2355 0.1
454 2456 0.7
454 2619 0.7
455 184 0.6
455 542 0.6
455 1369 0.8
456 375 0.8
457 1297 0.5
457 1749 0.9
457 2100 0.2
457 2456 0.8
457 2654 0.7
460 131 0.3
460 268 0.7
460 1706 0.3
461 149 0.2
463 188 0.3
463 2583 0.6
465 468 0.5
465 574 0.6
466 86 0.8
466 104 0.9
466 119 0.8
466 467 0.2
466 566 0.3
466 567 0.2
466 2028 0.5
466 2369 0.1
466 2673 0.4
467 17 0.6
468 271 0.3
468 277 0.5
468 496 0.5
468 730 0.9
468 2001 0.2
469 183 0.9
469 492 0.6
469 897 0.4
469 2378 0.4
472 3 0.1
472 104 0.1
472 296 0.7
472 1046 0.7
472 1633 0.9
472 1860 0.9
477 606 0.7
477 1057 0.4
477 1092 0.7
478 230 0.6
478 334 0.1
478 428 0.4
478 464 0.3
478 1646 0.4
478 1767 0.2
478 2410 0.2
478 2659 0.9
479 53 0.6
479 97 0.2
479 216 0.8
479 219 0.2
479 228 0.1
479 275 0.8
479 304 0.2
479 397 0.6
479 471 0.7
479 498 0.7
479 521 0.5
479 569 0.6
479 619 0.5
479 755 0.2
480 93 0.2
480 137 0.4
480 148 0.8
480 419 0.2
480 450 0.4
480 479 0.8
480 650 0.8
480 1355 0.2
480 1628 0.2
480 2301 0.2
480 2637 0.3
482 10 0.2
484 278 0.9
484 368 0.3
484 464 0.9
484 651 0.8
484 750 0.7
484 934 0.5
486 712 0.1
486 1839 0.9
486 2381 0.2
486 2515 0.2
486 2562 0.5
487 65 0.3
487 232 0.6
487 285 0.7
487 286 0.5
487 1149 0.6
487 1279 0.7
487 1598 0.1
487 2277 0.3
489 2054 0.9
490 47 0.7
490 239 0.3
490 302 0.2
490 1816 0.8
490 2671 0.8
491 6 0.9
491 7 0.8
491 46 0.8
491 214 0.3
491 221 0.9
491 493 0.6
491 735 0.3
492 183 0.8
492 2378 0.3
493 46 0.3
493 214 0.2
493 735 0.6
493 1187 0.8
493 2324 0.8
496 271 0.6
496 468 0.7
497 502 0.9
497 1897 0.3
497 2394 0.4
502 175 0.5
504 175 0.8
504 502 0.5
504 1814 0.6
504 1852 0.3
504 1953 0.4
504 2030 0.8
504 2397 0.5
505 703 0.8
508 1889 0.2
508 2392 0.6
508 2549 0.4
509 318 0.7
510 315 0.8
510 670 0.2
514 118 0.3
514 453 0.3
515 507 0.8
516 638 0.1
519 2533 0.1
520 11 0.2
520 191 0.5
520 281 0.1
520 511 0.6
520 706 0.2
520 2224 0.6
520 2550 0.2
520 2591 0.9
520 2609 0.4
521 525 0.2
522 157 0.4
522 2313 0.7
523 526 0.6
524 55 0.4
524 278 0.7
524 284 0.6
524 416 0.6
524 466 0.5
524 479 0.5
524 509 0.9
524 541 0.9
524 552 0.5
524 566 0.4
524 871 0.3
524 883 0.8
524 911 0.2
524 962 0.3
524 1215 0.7
524 1617 0.2
524 1677 0.6
524 1688 0.5
524 1791 0.4
524 1922 0.4
524 1932 0.3
524 2409 0.7
524 2443 0.4
524 2481 0.8
524 2552 0.6
524 2601 0.2
524 2643 0.8
525 1170 0.5
525 1455 0.2
528 2607 0.2
532 1491 0.8
534 778 0.3
535 314 0.7
538 358 0.3
538 607 0.4
538 1205 0.8
539 403 0.6
539 488 0.2
539 1037 0.2
539 1205 0.4
539 1690 0.7
539 1739 0.4
539 2166 0.7
539 2194 0.3
539 2310 0.7
540 184 0.1
540 455 0.3
540 542 0.3
540 1210 0.8
540 1211 0.4
540 1454 0.7
540 1666 0.1
541 544 0.2
541 604 0.4
541 1122 0.5
541 1641 0.3
542 184 0.4
543 780 0.9
550 288 0.3
550 454 0.2
550 457 0.3
550 489 0.7
550 508 0.1
550 575 0.9
550 592 0.4
552 483 0.7
552 2216 0.3
552 2474 0.2
553 3 0.4
553 17 0.3
553 58 0.3
553 61 0.4
553 86 0.5
553 93 0.4
553 168 0.4
553 174 0.5
553 211 0.4
553 221 0.5
553 240 0.9
553 278 0.5
553 299 0.4
553 306 0.3
553 307 0.2
553 312 0.5
553 368 0.1
553 371 0.7
553 375 0.7
553 413 0.7
553 447 0.9
553 452 0.6
553 456 0.8
553 467 0.6
553 473 0.7
553 474 0.4
553 484 0.5
553 549 0.3
553 555 0.8
553 560 0.3
553 576 0.7
553 602 0.2
553 622 0.3
553 637 0.2
553 645 0.3
553 654 0.2
553 672 0.2
553 689 0.8
553 692 0.9
553 724 0.8
553 739 0.2
553 750 0.2
555 168 0.2
555 307 0.5
555 447 0.9
555 1860 0.6
556 401 0.4
556 557 0.1
556 616 0.3
556 2355 0.6
558 424 0.2
559 377 0.2
559 424 0.5
559 558 0.3
559 906 0.5
559 1138 0.2
559 1533 0.2
559 1556 0.6
559 1642 0.3
559 1817 0.4
559 1935 0.2
559 2035 0.7
559 2464 0.8
559 2661 0.7
560 35 0.3
560 168 0.4
560 1817 0.9
561 79 0.5
561 939 0.5
561 956 0.5
561 1376 0.3
561 2288 0.5
563 61 0.6
563 253 0.3
563 371 0.4
563 441 0.3
563 672 0.4
563 1118 0.1
563 1184 0.2
563 1402 0.7
563 1890 0.7
563 2015 0.5
563 2019 0.5
564 501 0.3
565 464 0.5
566 3 0.2
566 35 0.7
566 58 0.4
566 61 0.4
566 83 0.6
566 86 0.2
566 93 0.9
566 104 0.7
566 119 0.2
566 129 0.5
566 174 0.8
566 240 0.6
566 245 0.9
566 284 0.8
566 296 0.2
566 306 0.9
566 307 0.3
566 334 0.6
566 368 0.3
566 386 0.2
566 411 0.7
566 426 0.3
566 466 0.9
566 467 0.3
566 478 0.6
566 479 0.4
566 493 0.7
566 503 0.4
566 549 0.4
566 555 0.6
