1000 100000
417 828 0.9
56 986 0.3
312 451 0.5
645 948 0.4
149 350 0.2
119 608 0.7
122 474 0.5
835 855 0.2
448 727 0.7
429 697 0.9
693 917 0.6
2 468 0.3
532 855 0.4
18 718 0.2
137 353 0.6
323 667 0.2
190 901 0.2
433 949 0.4
766 873 0.9
360 552 0.8
5 326 0.5
429 945 0.2
920 940 0.5
584 596 0.1
99 276 0.8
91 435 0.4
127 300 0.5
390 825 0.1
835 838 0.7
377 935 0.8
628 944 0.4
829 959 0.4
403 709 0.8
769 890 0.7
320 443 0.5
530 803 0.4
245 951 0.8
33 267 0.5
584 654 0.1
208 412 0.4
177 914 0.8
550 584 0.4
96 942 0.6
448 894 0.1
310 809 0.8
10 157 0.3
19 596 0.2
543 576 0.3
230 364 0.8
57 395 0.2
809 995 0.6
552 755 0.6
105 529 0.7
429 707 0.3
197 857 0.3
401 829 0.9
361 398 0.6
476 922 0.8
91 327 0.1
488 596 0.8
596 785 0.8
195 525 0.6
585 618 0.6
633 727 0.5
378 692 0.3
215 809 0.8
276 281 0.2
156 939 0.2
338 525 0.7
317 917 0.5
20 785 0.7
479 689 0.7
193 464 0.5
869 968 0.3
360 756 0.4
353 673 0.6
68 257 0.9
314 823 0.3
33 63 0.4
92 956 0.8
345 457 0.2
618 869 0.7
63 544 0.6
158 541 0.5
403 807 0.1
652 822 0.3
479 982 0.5
670 928 0.6
378 975 0.4
286 395 0.5
570 824 0.7
323 790 0.5
127 495 0.6
538 669 0.4
220 858 0.6
279 852 0.4
660 768 0.4
568 643 0.4
209 664 0.2
197 357 0.6
465 485 0.4
891 962 0.7
793 801 0.8
471 698 0.3
290 361 0.1
408 837 0.8
633 894 0.4
104 499 0.9
710 772 0.7
247 712 0.2
164 768 0.2
492 896 0.1
233 670 0.2
496 895 0.2
423 520 0.4
302 590 0.6
189 686 0.6
53 612 0.1
527 640 0.3
133 867 0.4
37 973 0.6
491 885 0.6
71 77 0.2
136 925 0.6
139 883 0.5
295 743 0.7
1 239 0.7
307 443 0.3
503 784 0.3
92 942 0.8
460 898 0.7
216 776 0.9
593 798 0.3
244 769 0.9
550 785 0.2
689 968 0.4
22 964 0.2
937 960 0.8
620 977 0.2
200 241 0.4
114 331 0.5
115 245 0.9
242 386 0.8
349 492 0.5
657 777 0.3
430 825 0.3
87 437 0.9
32 949 0.4
73 81 0.6
215 385 0.6
305 321 0.8
95 210 0.7
323 640 0.2
223 927 0.2
715 768 0.2
575 727 0.3
36 203 0.9
162 949 0.3
75 607 0.9
111 363 0.2
331 665 0.1
548 551 0.7
276 580 0.8
39 881 0.4
310 995 0.3
30 210 0.1
646 924 0.6
320 479 0.6
632 946 0.3
619 844 0.7
161 670 0.2
83 156 0.8
169 312 0.4
794 795 0.3
86 856 0.9
52 173 0.7
146 651 0.5
405 802 0.2
104 683 0.9
183 746 0.5
747 897 0.8
357 857 0.9
202 681 0.7
334 589 0.6
80 529 0.8
307 869 0.3
14 805 0.4
609 812 0.7
836 838 0.7
438 494 0.4
423 950 0.3
425 785 0.4
377 779 0.8
745 762 0.2
18 240 0.4
238 629 0.7
249 853 0.1
696 710 0.6
467 855 0.8
29 902 0.1
112 778 0.7
701 946 0.4
181 391 0.2
54 778 0.9
81 243 0.1
84 843 0.5
128 455 0.5
388 389 0.5
697 788 0.7
667 744 0.2
120 851 0.6
493 528 0.3
696 772 0.2
34 566 0.8
427 447 0.5
294 437 0.2
132 654 0.2
346 838 0.2
583 863 0.1
443 479 0.1
447 872 0.7
636 716 0.2
474 578 0.3
42 578 0.3
378 719 0.7
305 651 0.6
96 200 0.5
456 928 0.3
169 449 0.8
25 898 0.8
168 174 0.7
70 389 0.9
635 996 0.7
615 754 0.2
251 774 0.7
182 827 0.1
72 183 0.2
1 179 0.8
586 975 0.4
276 579 0.1
92 246 0.4
519 882 0.5
34 712 0.9
223 686 0.3
461 936 0.8
428 487 0.2
32 951 0.8
208 868 0.1
145 843 0.8
5 535 0.8
199 471 0.9
488 760 0.5
62 309 0.9
89 235 0.2
253 665 0.5
78 347 0.5
602 829 0.8
342 824 0.4
549 755 0.1
272 685 0.2
411 469 0.8
64 846 0.7
587 591 0.1
58 607 0.3
114 845 0.5
275 915 0.1
18 934 0.9
460 746 0.7
3 255 0.1
330 814 0.2
233 928 0.4
37 830 0.4
86 351 0.3
811 930 0.3
373 861 0.3
640 902 0.7
853 880 0.7
53 898 0.6
467 471 0.7
408 980 0.8
238 325 0.4
0 589 0.3
461 562 0.2
441 713 0.7
585 968 0.4
478 515 0.2
137 673 0.5
118 124 0.6
34 238 0.6
190 609 0.3
778 908 0.8
20 550 0.9
276 897 0.3
241 942 0.5
85 546 0.4
129 996 0.8
424 840 0.3
822 839 0.3
187 434 0.3
20 425 0.7
350 554 0.2
64 920 0.3
224 954 0.4
197 540 0.4
609 901 0.3
15 263 0.5
793 992 0.9
189 267 0.1
867 980 0.3
731 885 0.4
475 652 0.5
336 838 0.7
467 698 0.1
230 941 0.9
268 838 0.8
424 462 0.2
137 751 0.2
96 208 0.6
819 845 0.1
296 786 0.2
159 814 0.9
345 739 0.2
123 536 0.1
60 468 0.5
398 921 0.6
581 960 0.4
200 565 0.7
20 737 0.3
883 892 0.3
307 888 0.3
58 490 0.7
660 673 0.5
92 348 0.4
218 223 0.8
112 249 0.3
523 970 0.4
390 672 0.8
67 777 0.2
704 906 0.6
616 872 0.5
402 725 0.1
310 779 0.4
262 932 0.2
528 908 0.8
492 603 0.1
824 941 0.3
150 983 0.8
47 202 0.3
462 840 0.7
82 308 0.7
69 528 0.8
92 96 0.6
337 955 0.2
379 440 0.7
14 936 0.3
162 951 0.6
11 824 0.6
702 984 0.7
271 571 0.5
178 627 0.7
518 627 0.2
399 591 0.5
25 72 0.6
543 929 0.6
703 947 0.7
372 707 0.7
574 587 0.5
295 792 0.7
115 405 0.3
306 317 0.8
88 390 0.3
497 798 0.4
273 393 0.2
240 934 0.2
479 869 0.3
556 967 0.8
597 683 0.4
493 633 0.5
80 105 0.2
513 912 0.7
276 747 0.9
176 649 0.6
638 676 0.1
419 600 0.4
540 708 0.6
617 962 0.1
35 198 0.1
184 772 0.3
14 221 0.5
709 811 0.2
510 865 0.7
233 849 0.2
430 672 0.9
358 542 0.2
546 664 0.6
167 524 0.4
129 992 0.3
21 505 0.5
657 870 0.2
102 379 0.3
344 802 0.6
141 806 0.7
44 966 0.6
331 339 0.9
132 462 0.7
558 578 0.3
262 861 0.9
427 934 0.8
237 360 0.6
277 834 0.1
208 241 0.5
816 883 0.8
617 752 0.7
876 907 0.2
522 837 0.2
499 782 0.4
761 991 0.1
571 634 0.4
16 728 0.4
617 886 0.3
244 864 0.7
209 296 0.6
117 798 0.6
222 658 0.9
467 835 0.4
514 615 0.9
359 943 0.6
350 569 0.9
174 778 0.6
84 145 0.8
235 945 0.4
61 917 0.8
306 669 0.9
93 204 0.8
438 490 0.3
297 511 0.3
71 523 0.5
826 880 0.6
30 95 0.6
429 788 0.9
156 807 0.7
623 991 0.7
215 507 0.8
54 112 0.2
113 442 0.4
300 495 0.2
172 840 0.7
777 959 0.8
153 840 0.1
526 805 0.5
200 868 0.5
579 747 0.8
384 665 0.4
158 573 0.7
653 899 0.7
422 885 0.5
238 959 0.4
76 464 0.2
484 552 0.3
349 813 0.2
212 624 0.4
527 713 0.1
281 794 0.4
358 785 0.6
671 713 0.3
221 957 0.7
28 32 0.4
94 461 0.4
433 802 0.8
392 519 0.3
179 699 0.5
739 965 0.4
6 857 0.1
759 954 0.6
396 733 0.2
140 687 0.9
784 969 0.8
135 516 0.7
260 283 0.1
19 20 0.7
322 825 0.7
288 463 0.5
780 998 0.3
172 695 0.8
219 447 0.1
326 705 0.4
249 270 0.8
67 859 0.6
348 989 0.7
1 983 0.8
342 941 0.5
112 950 0.7
175 740 0.5
753 845 0.1
324 356 0.2
503 717 0.1
637 683 0.7
676 891 0.3
571 614 0.5
335 516 0.2
348 827 0.8
332 653 0.1
115 203 0.7
306 538 0.5
130 303 0.2
93 680 0.3
227 665 0.7
707 945 0.9
521 812 0.8
156 752 0.7
385 791 0.6
567 768 0.2
8 380 0.8
575 906 0.5
392 882 0.4
781 928 0.9
54 493 0.6
709 807 0.7
44 435 0.8
217 954 0.3
336 835 0.7
219 718 0.3
359 818 0.4
46 608 0.5
73 437 0.2
29 640 0.3
418 893 0.3
321 753 0.6
781 977 0.8
219 934 0.7
518 610 0.1
287 439 0.6
146 321 0.4
302 579 0.8
150 452 0.4
526 957 0.3
159 250 0.1
395 750 0.3
407 631 0.2
568 615 0.7
125 554 0.4
366 781 0.5
524 547 0.6
563 605 0.2
31 613 0.5
243 611 0.7
118 275 0.2
17 564 0.3
488 654 0.1
262 818 0.5
466 847 0.4
1 452 0.2
452 893 0.9
25 183 0.2
174 528 0.4
320 888 0.1
185 758 0.3
19 785 0.7
96 956 0.2
155 680 0.4
601 996 0.7
427 718 0.4
255 643 0.1
273 572 0.6
459 902 0.2
50 665 0.2
169 220 0.9
46 119 0.4
260 694 0.6
118 669 0.7
884 970 0.1
249 778 0.6
529 897 0.4
52 938 0.2
563 710 0.8
9 721 0.9
41 47 0.4
142 593 0.3
493 727 0.2
69 168 0.8
160 524 0.5
270 853 0.7
391 858 0.1
290 327 0.8
813 896 0.9
189 544 0.5
28 245 0.7
618 689 0.4
60 410 0.6
40 46 0.6
69 778 0.2
262 297 0.3
787 870 0.3
246 989 0.5
865 954 0.4
601 783 0.5
471 532 0.4
105 302 0.6
98 873 0.8
17 957 0.8
363 963 0.1
207 969 0.5
860 914 0.1
171 662 0.9
230 322 0.3
375 825 0.6
435 700 0.2
59 723 0.6
7 253 0.7
351 574 0.5
632 887 0.3
7 384 0.5
868 956 0.1
63 189 0.7
586 692 0.6
486 843 0.4
208 304 0.9
170 918 0.7
233 781 0.8
81 274 0.3
539 658 0.3
312 341 0.5
318 370 0.8
331 819 0.5
129 793 0.4
63 267 0.7
232 986 0.3
268 346 0.2
338 536 0.7
20 596 0.9
115 433 0.5
83 949 0.9
696 878 0.8
220 904 0.2
394 981 0.9
465 999 0.9
533 944 0.6
52 492 0.4
302 747 0.8
254 852 0.4
339 384 0.1
137 567 0.5
114 321 0.8
188 245 0.8
360 484 0.2
319 960 0.2
148 672 0.8
744 790 0.5
131 686 0.4
395 875 0.6
1 699 0.3
559 697 0.8
913 971 0.6
488 780 0.8
330 741 0.3
161 456 0.7
57 875 0.4
727 894 0.5
262 918 0.8
238 504 0.7
845 965 0.2
608 666 0.4
111 725 0.2
506 611 0.1
284 471 0.2
303 354 0.3
172 462 0.3
133 955 0.4
382 739 0.7
378 586 0.6
3 426 0.5
168 398 0.4
400 743 0.7
242 461 0.8
540 857 0.8
697 830 0.4
447 616 0.3
469 483 0.5
201 527 0.2
9 263 0.1
153 172 0.2
312 745 0.6
201 713 0.2
709 993 0.2
179 893 0.5
43 571 0.8
59 431 0.2
769 864 0.9
740 860 0.8
9 78 0.3
205 625 0.6
238 566 0.7
382 457 0.3
682 877 0.7
430 944 0.1
115 344 0.5
367 390 0.1
654 780 0.8
18 907 0.9
131 223 0.9
325 829 0.8
172 584 0.2
311 728 0.6
170 340 0.5
240 718 0.5
992 996 0.4
9 477 0.6
133 400 0.6
641 873 0.8
232 775 0.7
249 493 0.2
76 91 0.3
232 635 0.7
327 464 0.8
546 786 0.9
320 869 0.4
323 527 0.4
32 188 0.6
230 342 0.4
307 968 0.5
460 612 0.4
105 747 0.3
545 622 0.8
34 990 0.5
454 535 0.7
694 706 0.2
826 853 0.4
164 660 0.8
215 779 0.3
179 983 0.2
773 788 0.4
772 878 0.2
61 671 0.3
245 949 0.3
487 919 0.6
274 294 0.3
863 994 0.1
498 770 0.6
45 958 0.5
209 786 0.2
149 631 0.2
654 998 0.8
910 920 0.8
625 662 0.5
129 783 0.5
68 711 0.3
67 829 0.2
286 750 0.3
508 656 0.2
708 962 0.5
80 580 0.9
415 667 0.3
230 570 0.7
391 908 0.2
602 777 0.8
543 948 0.3
55 182 0.9
6 357 0.5
297 932 0.4
514 754 0.2
337 867 0.5
663 911 0.9
643 958 0.6
30 879 0.7
6 886 0.6
128 289 0.4
579 580 0.2
503 969 0.3
22 970 0.1
57 750 0.8
230 360 0.3
14 461 0.6
584 760 0.9
93 155 0.3
458 885 0.2
242 591 0.6
55 942 0.8
170 297 0.6
528 950 0.3
848 908 0.6
516 680 0.6
339 562 0.3
724 958 0.3
348 942 0.5
45 665 0.3
818 861 0.6
191 476 0.4
411 973 0.7
126 903 0.5
678 938 0.5
559 788 0.8
520 904 0.5
102 694 0.2
174 270 0.3
241 956 0.5
606 999 0.7
268 359 0.9
617 811 0.6
655 743 0.5
564 805 0.4
513 582 0.7
168 361 0.8
363 482 0.6
377 991 0.4
318 652 0.5
107 941 0.6
296 546 0.8
283 706 0.3
926 937 0.8
253 417 0.6
85 196 0.2
445 981 0.3
1 893 0.8
200 304 0.7
474 558 0.2
397 563 0.6
223 267 0.1
116 611 0.8
351 671 0.3
412 565 0.8
51 416 0.8
866 906 0.7
564 957 0.9
805 957 0.3
23 566 0.2
668 770 0.4
58 869 0.2
200 208 0.6
99 105 0.4
112 493 0.8
304 956 0.8
473 882 0.7
617 891 0.3
685 988 0.7
657 859 0.2
711 994 0.4
421 457 0.4
668 908 0.2
401 602 0.7
56 126 0.3
47 530 0.4
964 970 0.9
779 995 0.5
293 480 0.1
468 658 0.5
289 490 0.3
43 381 0.2
886 962 0.3
86 574 0.8
368 973 0.2
239 683 0.5
589 764 0.5
174 184 0.5
77 523 0.2
538 858 0.2
396 988 0.4
226 633 0.8
315 997 0.9
52 896 0.8
66 793 0.8
401 657 0.4
367 552 0.7
583 820 0.8
421 965 0.4
360 570 0.9
797 899 0.7
570 756 0.3
55 200 0.4
383 577 0.3
92 241 0.6
281 747 0.2
87 274 0.6
357 393 0.9
112 853 0.7
420 499 0.4
566 990 0.2
182 212 0.4
591 723 0.2
13 910 0.1
448 633 0.7
313 913 0.9
152 776 0.9
13 64 0.2
150 699 0.5
462 695 0.3
82 216 0.2
60 165 0.5
200 412 0.4
183 898 0.7
291 381 0.6
26 190 0.7
759 923 0.2
236 449 0.5
385 507 0.7
324 564 0.2
570 941 0.5
257 994 0.8
27 56 0.8
837 889 0.1
270 772 0.5
302 897 0.4
180 909 0.1
72 746 0.6
476 685 0.3
410 463 0.6
821 915 0.9
560 847 0.3
105 579 0.7
369 397 0.6
521 874 0.7
791 978 0.6
642 678 0.7
73 116 0.8
175 860 0.3
43 614 0.7
596 760 0.5
408 414 0.3
32 802 0.4
383 545 0.9
270 880 0.6
106 157 0.6
42 108 0.4
804 881 0.5
443 888 0.7
369 966 0.4
868 942 0.2
618 637 0.2
813 850 0.5
157 987 0.3
415 744 0.6
217 240 0.3
430 756 0.7
605 710 0.6
80 302 0.2
237 552 0.5
227 562 0.3
151 389 0.6
250 543 0.5
580 705 0.4
91 387 0.6
826 856 0.7
423 493 0.2
877 927 0.4
67 401 0.2
217 266 0.9
749 784 0.4
104 420 0.3
80 276 0.9
3 958 0.4
50 562 0.8
675 750 0.3
253 712 0.9
130 712 0.8
83 939 0.3
537 612 0.5
30 222 0.8
248 379 0.1
522 793 0.8
850 896 0.8
142 253 0.7
718 876 0.9
207 413 0.8
689 888 0.5
584 785 0.6
29 415 0.6
730 888 0.8
36 802 0.7
517 907 0.5
145 486 0.4
390 931 0.4
421 700 0.2
347 477 0.2
496 758 0.7
72 612 0.6
538 904 0.5
485 814 0.2
240 876 0.6
4 211 0.3
229 332 0.3
68 721 0.5
243 506 0.9
620 781 0.1
663 772 0.2
605 911 0.7
700 966 0.6
417 712 0.8
64 722 0.3
752 962 0.7
522 992 0.3
258 621 0.5
807 811 0.3
365 639 0.7
264 632 0.7
353 660 0.8
23 447 0.2
818 836 0.4
632 701 0.6
154 564 0.5
714 794 0.3
37 411 0.3
287 553 0.3
205 404 0.7
242 936 0.3
330 485 0.8
660 842 0.7
177 953 0.8
720 894 0.3
278 287 0.7
129 837 0.4
386 562 0.2
207 440 0.3
149 407 0.5
359 932 0.7
114 753 0.2
35 839 0.3
584 695 0.8
359 545 0.8
172 654 0.4
463 468 0.8
816 892 0.4
163 315 0.6
219 872 0.2
38 147 0.3
9 15 0.8
207 784 0.8
206 597 0.2
5 454 0.5
65 432 0.3
81 611 0.4
43 419 0.5
891 939 0.4
121 687 0.7
330 465 0.2
275 821 0.5
285 340 0.1
289 438 0.2
199 284 0.6
50 819 0.6
328 832 0.9
196 851 0.2
268 818 0.5
94 562 0.6
728 895 0.1
350 407 0.7
54 249 0.4
174 911 0.8
36 245 0.2
350 631 0.5
663 710 0.2
37 625 0.3
192 842 0.3
322 944 0.8
750 918 0.8
522 801 0.2
129 635 0.7
609 861 0.8
170 750 0.8
452 699 0.7
752 939 0.6
525 681 0.3
358 780 0.5
414 889 0.5
684 759 0.3
181 275 0.8
566 629 0.6
163 333 0.5
94 936 0.4
122 136 0.7
139 816 0.2
747 794 0.5
15 127 0.2
314 841 0.4
534 796 0.9
336 532 0.4
58 443 0.2
590 897 0.4
130 504 0.3
54 908 0.3
90 672 0.9
302 529 0.8
233 456 0.7
246 942 0.2
577 857 0.4
423 720 0.5
472 531 0.6
239 499 0.7
430 773 0.2
59 741 0.7
452 674 0.4
579 590 0.6
527 810 0.6
525 536 0.3
276 794 0.7
322 360 0.6
89 830 0.2
223 431 0.4
620 849 0.8
101 118 0.7
480 677 0.4
353 389 0.5
201 314 0.3
743 831 0.7
375 430 0.6
507 627 0.3
130 629 0.3
511 750 0.1
332 594 0.5
389 673 0.5
1 418 0.8
77 556 0.6
166 946 0.2
78 721 0.2
133 831 0.1
263 711 0.7
301 661 0.2
170 262 0.4
440 905 0.7
96 446 0.3
414 980 0.7
255 724 0.2
131 431 0.3
462 810 0.8
189 524 0.5
291 480 0.6
884 964 0.7
424 654 0.2
366 620 0.8
62 533 0.4
42 122 0.8
325 777 0.5
563 663 0.4
290 368 0.2
135 155 0.4
192 554 0.5
21 302 0.3
676 939 0.8
150 239 0.8
13 598 0.2
55 827 0.9
220 423 0.2
290 973 0.4
524 544 0.7
210 879 0.3
741 927 0.4
884 987 0.7
170 286 0.7
7 665 0.8
177 664 0.6
204 982 0.3
9 994 0.3
132 584 0.5
672 825 0.8
955 980 0.5
7 763 0.2
189 734 0.7
266 759 0.2
337 655 0.8
83 433 0.5
640 667 0.2
910 940 0.8
20 196 0.4
364 756 0.4
58 178 0.8
168 778 0.1
83 752 0.6
602 959 0.2
176 182 0.8
276 795 0.1
493 853 0.2
54 950 0.3
76 361 0.5
707 773 0.5
399 505 0.8
353 751 0.4
205 662 0.8
311 496 0.4
19 550 0.3
427 872 0.6
802 930 0.2
488 550 0.7
92 868 0.2
38 480 0.9
173 938 0.3
453 955 0.6
59 223 0.6
101 374 0.4
640 695 0.7
411 483 0.2
285 933 0.2
782 849 0.4
87 294 0.9
499 683 0.4
78 711 0.5
150 890 0.6
623 935 0.4
87 127 0.6
209 860 0.7
453 655 0.4
659 762 0.7
99 747 0.8
575 633 0.3
61 317 0.6
227 819 0.6
423 448 0.4
36 433 0.3
326 580 0.7
569 631 0.5
79 208 0.5
266 954 0.4
296 500 0.3
274 661 0.8
848 858 0.6
280 852 0.6
640 790 0.5
459 695 0.7
156 891 0.2
123 202 0.8
318 839 0.5
85 997 0.2
274 611 0.5
420 962 0.2
180 608 0.6
19 358 0.3
194 886 0.2
106 188 0.8
107 620 0.7
143 291 0.2
502 561 0.2
135 680 0.4
190 472 0.5
752 807 0.7
220 520 0.8
580 897 0.3
410 658 0.2
85 850 0.1
425 542 0.6
124 915 0.2
443 968 0.6
293 732 0.6
280 813 0.5
152 261 0.6
541 648 0.7
365 757 0.9
131 723 0.6
164 673 0.2
106 951 0.2
168 226 0.1
119 570 0.6
148 372 0.8
134 639 0.2
118 538 0.4
696 911 0.9
223 329 0.4
589 774 0.5
28 83 0.3
148 375 0.2
467 534 0.7
486 489 0.8
402 817 0.4
228 645 0.1
557 909 0.7
105 590 0.3
823 841 0.6
322 773 0.9
825 931 0.4
357 540 0.5
123 658 0.3
108 578 0.3
767 781 0.7
495 721 0.2
112 858 0.7
255 269 0.3
519 990 0.7
348 916 0.5
615 724 0.2
179 239 0.7
267 354 0.5
60 222 0.7
27 986 0.8
211 917 0.7
309 944 0.3
454 529 0.9
43 600 0.3
767 793 0.7
368 411 0.7
265 954 0.3
359 816 0.6
574 805 0.8
339 665 0.4
858 908 0.1
20 506 0.9
231 969 0.6
25 53 0.8
457 965 0.5
284 467 0.3
99 529 0.8
676 962 0.8
513 796 0.4
390 430 0.9
172 902 0.7
73 300 0.6
110 647 0.4
625 830 0.8
294 661 0.4
3 643 0.4
0 21 0.2
144 186 0.4
7 386 0.8
77 967 0.2
254 280 0.2
779 935 0.4
307 618 0.4
759 937 0.8
145 489 0.7
223 723 0.4
43 634 0.9
503 648 0.4
6 197 0.1
542 785 0.7
112 220 0.7
503 638 0.4
446 726 0.4
137 389 0.4
208 446 0.8
270 878 0.3
177 296 0.6
400 867 0.9
752 811 0.6
420 676 0.2
152 498 0.6
206 585 0.3
481 728 0.5
117 354 0.6
323 810 0.8
819 965 0.7
199 698 0.9
114 819 0.4
5 580 0.2
92 208 0.2
598 904 0.2
630 786 0.2
671 917 0.4
373 609 0.9
50 114 0.3
773 941 0.2
657 787 0.8
150 244 0.2
827 989 0.1
266 510 0.4
201 693 0.6
83 807 0.5
2 536 0.2
916 989 0.4
595 974 0.9
419 571 0.7
381 964 0.3
106 245 0.2
88 90 0.6
45 130 0.2
46 256 0.5
507 518 0.2
161 233 0.6
61 856 0.4
657 959 0.2
267 544 0.2
671 693 0.5
224 923 0.4
818 943 0.5
36 271 0.4
145 636 0.2
